BIN,Accident Report ID,Incident Date,Record Type Description,Check2 Description,Fatality,Injury,House Number,Street Name,Borough,Block,Lot,Postcode,Latitude,Longitude,Community Board,Council District,BBL,Census Tract (2020),Neighborhood Tabulation Area (NTA) (2020)
1034211,43977,11/19/2024,Incident,Other Construction Related,0,0,520,5 AVENUE,Manhattan,1259,35,10036,40.754421,-73.980213,105,4,1012590035,96,MN0502
1060875,43984,11/21/2024,Incident,Other Construction Related,0,0,2855,FREDERICK DOUGLAS BOULEVARD,Manhattan,2046,63,10039,40.82741,-73.938587,110,9,1020460063,23502,MN1002
2084003,44738,6/25/2025,Incident,Mechanical Construction Equipment,0,0,171,west 239 street,Bronx,5773,322,10463,40.885358,-73.898409,208,11,2032710150,283,BX0802
2130685,43974,11/14/2024,Accident,Other Construction Related,0,1,221 D,MANIDA STREET,Bronx,2777,100,10474,40.805223,-73.885975,202,17,2027770100,9302,BX0201
3429247,43925,11/5/2024,Accident,Worker Fell,0,1,487,4 AVENUE,Brooklyn,1028,7,11215,40.668453,-73.990289,306,38,3010280007,139,BK0602
3322172,44735,6/24/2025,Accident,Worker Fell,0,1,2292,WEST 8 STREET,Brooklyn,7140,16,11223,40.592232,-73.978515,313,47,3071400016,382,BK1301
3428561,43920,11/4/2024,Accident,Other Construction Related,0,1,1215,FULTON STREET,Brooklyn,1842,15,11216,40.680609,-73.952845,303,36,3018420015,245,BK0301
1072007,43931,11/7/2024,Accident,Worker Fell,0,1,667,MADISON AVENUE,Manhattan,1375,49,10065,40.764613,-73.97024,108,4,1013750049,11401,MN0802
3429452,43954,11/15/2024,Accident,Mechanical Construction Equipment,0,1,564,UTICA AVENUE,Brooklyn,4603,1,11203,40.659655,-73.931238,309,41,,878,BK1703
1033105,43967,11/18/2024,Accident,Material Failure (Fell),0,1,215,WEST 84 STREET,Manhattan,1232,14,10024,40.786643,-73.976607,107,6,1012320014,171,MN0702
1080352,43945,11/11/2024,Accident,Worker Fell,0,1,450,11 AVENUE,Manhattan,708,65,10018,40.757406,-74.000787,104,3,1007080065,9903,MN0401
2017590,43969,11/18/2024,Accident,Other Construction Related,0,1,2880,JEROME AVENUE,Bronx,3319,46,10468,40.87181,-73.89161,207,14,2033190046,40701,BX0702
1085694,43965,11/18/2024,Accident,Worker Fell,0,1,540,1 AVENUE,Manhattan,962,108,10016,40.742066,-73.974757,106,4,1009620108,62,MN0603
3842240,43930,11/5/2024,Accident,Other Construction Related,0,1,15,HUDSON AVENUE,Brooklyn,6,1,11201,40.704645,-73.980975,302,33,,21,BK0202
1080458,43983,11/21/2024,Accident,Worker Fell,0,1,300,EAST 50 STREET,Manhattan,1342,51,10022,40.75472,-73.968172,106,4,1013420051,98,MN0604
3058599,43926,11/5/2024,Accident,Worker Fell,0,1,19,ROCKWELL PLACE,Brooklyn,2095,10,11217,40.689285,-73.979418,302,35,3020950010,33,BK0203
3061068,43957,11/15/2024,Accident,Worker Fell,0,1,316,RUTLEDGE STREET,Brooklyn,2228,16,11211,40.705427,-73.951825,301,33,3022280016,529,BK0103
1091791,43998,11/25/2024,Incident,Mechanical Construction Equipment,0,0,205,EAST 110 STREET,Manhattan,1660,1,10029,40.793971,-73.942403,111,8,1016607503,180,MN1102
1015733,44007,11/27/2024,Accident,Material Failure (Fell),0,1,262,5 AVENUE,Manhattan,830,44,10001,40.745081,-73.987019,105,3,1008300044,76,MN0501
1080352,43993,11/23/2024,Accident,Scaffold/Shoring Installations,0,1,450,11 AVENUE,Manhattan,708,65,10018,40.757406,-74.000787,104,3,1007080065,9903,MN0401
1091054,44019,12/2/2024,Accident,Worker Fell,0,1,144,WEST 125 STREET,Manhattan,1909,9,10027,40.808523,-73.947278,110,9,1019090009,222,MN1001
5024250,43994,11/23/2024,Incident,Other Construction Related,0,0,269,PORT RICHMOND AVENUE,Staten Island,1036,4,10302,40.634673,-74.135621,501,49,5010360004,213,SI0106
1091728,44021,12/2/2024,Accident,Worker Fell,0,1,18,WEST 55 STREET,Manhattan,1270,44,10019,40.762023,-73.975782,105,4,1012700044,104,MN0502
1083699,44026,12/3/2024,Accident,Mechanical Construction Equipment,0,2,8,PETER COOPER ROAD,Manhattan,978,1,10010,40.734191,-73.975168,106,4,1009780001,60,MN0601
1001324,44033,12/4/2024,Incident,Scaffold/Shoring Installations,0,0,113,SOUTH STREET,Manhattan,97,3,10038,40.706878,-74.002049,101,1,1000970003,1501,MN0101
3058215,42996,3/21/2024,Incident,Scaffold/Shoring Installations,0,1,71,PRINCE STREET,Brooklyn,2050,100,11201,40.695332,-73.982413,302,35,3020500100,1501,BK0202
4048639,43072,4/4/2024,Incident,Material Failure (Fell),0,0,45-12,104 STREET,Queens,1980,33,11368,40.746858,-73.860166,404,21,4019800033,413,QN0402
4437366,43487,7/9/2024,Accident,Other Construction Related,0,1,48-37,48 STREET,Queens,2292,7,11377,40.738775,-73.917667,402,26,4022920007,23501,QN0202
1006998,42682,1/10/2024,Incident,Other Construction Related,0,0,188,GRAND STREET,Manhattan,471,59,10013,40.719292,-73.997172,102,1,1004710059,41,MN0201
1081137,43564,7/29/2024,Accident,Worker Fell,0,1,14,WEST 57 STREET,Manhattan,1272,47,10019,40.763282,-73.974742,105,4,1012720047,11201,MN0502
4441727,43368,6/12/2024,Accident,Worker Fell,0,1,28-90,REVIEW AVENUE,Queens,294,106,11101,40.738263,-73.940676,402,26,4002940106,19902,QN0202
1091777,42649,1/3/2024,Accident,Material Failure (Fell),0,1,740,8 AVENUE,Manhattan,1017,1,10036,40.759546,-73.988095,105,3,1010170001,119,MN0502
3321834,43756,9/18/2024,Incident,Material Failure (Fell),0,0,2930,WEST 30 STREET,Brooklyn,7050,1,11224,40.573621,-73.996127,313,47,3070500001,342,BK1302
4263101,43274,5/20/2024,Accident,Excavation/Soil Work,0,2,133-28,150 STREET,Queens,12116,50,11436,40.667813,-73.789258,412,28,4121160050,788,QN1203
2130734,43623,8/12/2024,Accident,Other Construction Related,0,1,1,ORCHARD BEACH,Bronx,5650,1,10464,40.867456,-73.797494,228,13,2056500001,504,BX2891
3192980,43443,6/27/2024,Incident,Excavation/Soil Work,0,0,2118,OCEAN PARKWAY,Brooklyn,7132,17,11223,40.59724,-73.965377,315,44,3071320017,394,BK1501
2815058,43018,3/26/2024,Accident,Worker Fell,0,1,1555,Story Avenue,Bronx,3653,1,10473,40.822051,-73.874919,209,18,,28,BX0901
4624500,43160,4/19/2024,Accident,Worker Fell,0,1,97-10,SUTPHIN BOULEVARD,Queens,10030,6,11435,40.697107,-73.805657,412,27,4100300006,208,QN1201
3058411,42655,1/5/2024,Accident,Worker Fell,0,1,240,WILLOUGHBY STREET,Brooklyn,2088,25,11201,40.691903,-73.97827,302,35,3020880025,3101,BK0203
4620885,42768,1/31/2024,Accident,Worker Fell,0,1,26-32,JACKSON AVENUE,Queens,267,21,11101,40.747551,-73.94113,402,26,4002670021,1902,QN0201
3429225,42707,1/16/2024,Incident,Excavation/Soil Work,0,0,498,UNION STREET,Brooklyn,439,1,11215,40.67921,-73.987691,306,39,3004390001,11901,BK0601
4623202,43014,3/25/2024,Accident,Other Construction Related,0,1,35-15,19 AVENUE,Queens,814,10,11105,40.780061,-73.901942,401,22,4008140010,10701,QN0101
2129717,43022,3/27/2024,Accident,Worker Fell,0,2,138,BRUCKNER BOULEVARD,Bronx,2260,10,10454,40.803902,-73.920534,201,8,2022600010,1902,BX0101
1082792,43194,4/29/2024,Accident,Material Failure (Fell),0,1,335,8 AVENUE,Manhattan,751,20,10001,40.747563,-73.996849,104,3,1007510020,97,MN0401
1001416,43260,5/15/2024,Accident,Mechanical Construction Equipment,0,2,240,GREENWICH STREET,Manhattan,128,2,10007,40.714055,-74.011612,101,1,1001280002,21,MN0102
4248981,43276,5/20/2024,Incident,Excavation/Soil Work,0,0,98-24,ALBERT ROAD,Queens,11557,9,11417,40.668931,-73.837223,410,32,4115570009,88,QN1002
1044092,43513,7/16/2024,Incident,Material Failure (Fell),0,0,1345,3 AVENUE,Manhattan,1431,46,10075,40.772846,-73.958332,108,5,1014310046,134,MN0801
1001127,43547,7/23/2024,Incident,Scaffold/Shoring Installations,0,0,90,JOHN STREET,Manhattan,69,7502,10038,40.708173,-74.006464,101,1,1000697502,1502,MN0101
1091775,43395,6/18/2024,Accident,Worker Fell,0,1,64,UNIVERSITY PLACE,Manhattan,568,21,10003,40.732953,-73.993635,102,2,1005687501,61,MN0202
3429554,43186,4/27/2024,Accident,Scaffold/Shoring Installations,0,1,380,4 AVENUE,Brooklyn,980,77,11215,40.67268,-73.986791,306,39,3009800077,11901,BK0601
3032103,43792,10/1/2024,Incident,Other Construction Related,0,0,40,HAMPTON PLACE,Brooklyn,1251,66,11213,40.671546,-73.940901,308,35,3012510066,339,BK0802
1036892,42723,1/19/2024,Accident,Mechanical Construction Equipment,0,1,126,EAST 57 STREET,Manhattan,1311,60,10022,40.761118,-73.969609,105,4,1013110013,11203,MN0604
3196598,42822,2/14/2024,Accident,Worker Fell,0,1,3100,OCEAN PARKWAY,Brooklyn,7282,62,11235,40.575868,-73.968639,313,48,3072820062,35602,BK1302
1091739,43345,6/7/2024,Accident,Mechanical Construction Equipment,0,1,40,WEST 137 STREET,Manhattan,1734,2,10037,40.814603,-73.938039,110,9,1017340002,212,MN1002
1010365,42687,1/11/2024,Incident,Material Failure (Fell),0,0,533,GREENWICH STREET,Manhattan,597,37,10013,40.726821,-74.008944,102,3,1005970037,37,MN0201
1015233,44032,12/4/2024,Accident,Other Construction Related,0,1,152,WEST 36 STREET,Manhattan,811,62,10018,40.751806,-73.988588,105,3,1008110062,109,MN0502
3330085,44027,12/3/2024,Accident,Worker Fell,0,1,79,QUAY STREET,Brooklyn,2589,1,11222,40.726245,-73.958095,301,33,3025890001,561,BK0101
1089412,44874,8/4/2025,Accident,Other Construction Related,0,1,55,HUDSON YARD,Manhattan,705,1,10001,40.755446,-74.00222,104,3,1007050001,9903,MN0401
1087205,44038,12/6/2024,Accident,Other Construction Related,0,1,202,WEST 24 STREET,Manhattan,773,134,10011,40.744942,-73.995608,104,3,1007730134,91,MN0401
3429464,44040,12/9/2024,Accident,Other Construction Related,0,1,2440,FULTON STREET,Brooklyn,1554,16,11233,40.677869,-73.903473,316,37,3015540016,367,BK1601
1033308,44049,12/12/2024,Incident,Mechanical Construction Equipment,0,0,206,WEST 90 STREET,Manhattan,1237,17,10024,40.790496,-73.973764,107,6,1012370017,175,MN0702
4441727,44932,8/22/2025,Accident,Other Construction Related,0,1,28-90,REVIEW AVENUE,Queens,294,106,11101,40.738263,-73.940676,402,26,4002940106,19902,QN0202
4005002,44935,8/22/2025,Accident,Other Construction Related,0,1,41-08,CRESCENT STREET,Queens,414,23,11101,40.751972,-73.93935,401,26,4004140023,3301,QN0105
1017125,44920,8/18/2025,Notification,Excavation/Soil Work,0,0,35,EAST 35 STREET,Manhattan,865,24,10016,40.748281,-73.982092,106,4,1008650024,82,MN0502
4624563,44892,8/9/2025,Accident,Other Construction Related,0,1,13-04,NAMEOKE AVENUE,Queens,15535,1,11691,40.60659,-73.750419,414,31,4155350001,103202,QN1401
4619459,44060,12/14/2024,Accident,Worker Fell,0,1,23-15,44 ROAD,Queens,436,1,11101,40.748365,-73.944557,402,26,4004360001,1903,QN0201
1017107,44054,12/13/2024,Accident,Mechanical Construction Equipment,1,1,34,EAST 35 STREET,Manhattan,864,47,10016,40.748248,-73.982056,106,4,1008640047,74,MN0501
3058215,44056,12/13/2024,Accident,Other Construction Related,0,1,71,PRINCE STREET,Brooklyn,2050,100,11201,40.695332,-73.982413,302,35,3020500100,1501,BK0202
4003495,44053,12/13/2024,Accident,Other Construction Related,0,1,43-14,QUEENS STREET,Queens,266,27,11101,40.747075,-73.939149,402,26,4002660027,1902,QN0201
4624423,44065,12/16/2024,Accident,Other Construction Related,0,1,42-06,ORCHARD STREET,Queens,265,13,11101,40.74817,-73.938805,402,26,4002650013,1902,QN0201
4004536,44081,12/21/2024,Incident,Other Construction Related,0,0,37-15,13 STREET,Queens,373,12,11101,40.758831,-73.93938,401,26,4003630001,43,QN0105
3061583,44082,12/21/2024,Incident,Material Failure (Fell),0,0,16,NORTH 11 STREET,Brooklyn,2294,1,11249,40.723301,-73.960597,301,33,3022940001,557,BK0102
3429452,43870,10/23/2024,Accident,Other Construction Related,0,1,548,UTICA AVENUE,Brooklyn,4603,1,11203,40.659935,-73.931266,309,41,3046030001,878,BK1703
1077363,43887,10/26/2024,Accident,Material Failure (Fell),0,1,712,5 AVENUE,Manhattan,1271,38,10019,40.762495,-73.975193,105,4,1012710038,104,MN0502
3322003,43883,10/25/2024,Accident,Other Construction Related,0,1,2926,WEST 25 STREET,Brooklyn,7052,14,11224,40.575048,-73.992063,313,47,3070530014,342,BK1302
4047330,43891,10/28/2024,Accident,Worker Fell,0,1,98-25,HORACE HARDING EXPRESSWAY,Queens,1918,90,11368,40.735687,-73.859814,404,21,4019180090,455,QN0402
1012154,43890,10/28/2024,Accident,Material Failure (Fell),0,1,90,GANSEVOORT STREET,Manhattan,643,1,10014,40.73937,-74.008776,102,3,1006430001,79,MN0203
1091801,44113,12/30/2024,Accident,Mechanical Construction Equipment,0,1,439,WEST 36 STREET,Manhattan,734,10,10018,40.75543,-73.997152,104,3,1007340010,111,MN0401
4623962,42663,1/8/2024,Accident,Worker Fell,0,1,88-06,161 STREET,Queens,9764,63,11432,40.707847,-73.800871,412,24,4097640063,44602,QN1201
3058215,43904,10/31/2024,Accident,Other Construction Related,0,1,71,PRINCE STREET,Brooklyn,2050,100,11201,40.695332,-73.982413,302,35,3020500100,1501,BK0202
3429272,43264,5/17/2024,Incident,Material Failure (Fell),0,0,18,INDIA STREET,Brooklyn,2538,1,11222,40.731774,-73.9604,301,33,3025380001,565,BK0101
2007633,44089,12/23/2024,Incident,Material Failure (Fell),0,0,121,MOUNT HOPE PLACE,Bronx,2805,63,10453,40.848741,-73.907721,205,14,2028050063,23301,BX0502
1052455,44084,12/23/2024,Incident,Scaffold/Shoring Installations,0,0,2005,3 AVENUE,Manhattan,1660,1,10029,40.794223,-73.942732,111,8,1016607503,180,MN1102
1091823,43909,11/1/2024,Incident,Other Construction Related,0,0,3,ST MARKS PLACE,Manhattan,464,59,10003,40.729384,-73.989497,103,2,1004640059,38,MN0303
4003495,43901,10/30/2024,Accident,Material Failure (Fell),0,1,43-14,QUEENS STREET,Queens,266,27,11101,40.747075,-73.939149,402,26,4002660027,1902,QN0201
1035336,43900,10/30/2024,Accident,Worker Fell,0,1,50,EAST 42 STREET,Manhattan,1276,51,10017,40.752702,-73.97907,105,4,1012760051,82,MN0502
1022547,43910,11/1/2024,Accident,Worker Fell,0,1,650,1 AVENUE,Manhattan,969,1,10016,40.745817,-73.972016,106,4,1009690001,8601,MN0603
1005641,43929,11/6/2024,Incident,Excavation/Soil Work,0,0,327,BROOME STREET,Manhattan,423,17,10002,40.719207,-73.993835,103,1,1004230017,18,MN0302
1079205,43927,11/5/2024,Incident,Other Construction Related,0,0,46,CLAREMONT AVENUE,Manhattan,1989,1,10027,40.810179,-73.963608,109,7,1019890001,205,MN0901
5175835,43938,11/8/2024,Incident,Scaffold/Shoring Installations,0,0,57,MAPLE TERRACE,Staten Island,4082,9,10306,40.563129,-74.099439,502,50,5040820009,12804,SI0202
3425801,43940,11/10/2024,Incident,Other Construction Related,0,0,205,VERNON AVENUE,Brooklyn,1756,7501,11206,40.695235,-73.943945,303,36,3017567501,25901,BK0301
1001096,43944,11/12/2024,Incident,Other Construction Related,0,0,21,MAIDEN LANE,Manhattan,65,6,10038,40.70926,-74.009082,101,1,1000650006,1502,MN0101
1045571,43937,10/31/2024,Notification,Other Construction Related,0,1,1233,YORK AVENUE,Manhattan,1461,21,10065,40.763195,-73.956429,108,5,1014610021,116,MN0801
4216249,43948,11/13/2024,Incident,Other Construction Related,0,0,166-36,JAMAICA AVENUE,Queens,10156,14,11432,40.705911,-73.793707,412,27,4101560014,444,QN1201
1005132,43946,11/12/2024,Incident,Scaffold/Shoring Installations,0,0,534,EAST 11 STREET,Manhattan,404,21,10009,40.728055,-73.980885,103,2,1004040021,34,MN0303
4855669,44747,6/27/2025,Accident,Excavation/Soil Work,0,1,133-45,39 AVENUE,Queens,4972,59,11354,40.759123,-73.834147,407,20,,871,QN0707
2130757,43810,10/7/2024,Accident,Worker Fell,0,1,1351,JEROME AVENUE,Bronx,2856,141,10452,40.839368,-73.918501,204,16,2028560011,219,BX0403
1035371,44749,6/28/2025,Incident,Other Construction Related,0,0,343,MADISON AVENUE,Manhattan,1279,23,10017,40.754253,-73.97821,105,4,1012790023,94,MN0502
3128660,43603,8/7/2024,Accident,Excavation/Soil Work,0,1,4609,16 AVENUE,Brooklyn,5437,106,11204,40.632598,-73.983874,312,44,3054370001,476,BK1202
2130757,43520,7/17/2024,Accident,Worker Fell,0,1,1351,JEROME AVENUE,Bronx,2856,141,10452,40.839368,-73.918501,204,16,2028560011,219,BX0403
2130757,43285,5/22/2024,Notification,Other Construction Related,0,1,1351,JEROME AVENUE,Bronx,2856,141,10452,40.839368,-73.918501,204,16,2028560011,219,BX0403
4618910,43385,6/15/2024,Incident,Other Construction Related,0,0,35-32,LEAVITT STREET,Queens,4960,29,11354,40.76438,-73.828871,407,20,4049600029,869,QN0707
4618910,43880,10/25/2024,Accident,Worker Fell,0,1,35-32,LEAVITT STREET,Queens,4960,29,11354,40.76438,-73.828871,407,20,4049600029,869,QN0707
4624163,43587,8/2/2024,Accident,Worker Fell,0,1,131-02 B,40 ROAD,Queens,5066,150,11354,40.755575,-73.836625,407,20,4050667508,871,QN0707
2130757,43301,5/28/2024,Accident,Mechanical Construction Equipment,0,1,1351,JEROME AVENUE,Bronx,2856,141,10452,40.839368,-73.918501,204,16,2028560011,219,BX0403
1091791,43601,8/6/2024,Accident,Other Construction Related,0,1,205,EAST 110 STREET,Manhattan,1660,1,10029,40.793971,-73.942403,111,8,1016607503,180,MN1102
1052455,43575,8/1/2024,Accident,Worker Fell,0,1,2005,3 AVENUE,Manhattan,1660,1,10029,40.794223,-73.942732,111,8,1016607503,180,MN1102
2130757,43378,6/14/2024,Accident,Worker Fell,0,1,1351,JEROME AVENUE,Bronx,2856,141,10452,40.839368,-73.918501,204,16,2028560011,219,BX0403
3428817,42726,1/19/2024,Accident,Worker Fell,0,1,268,BARBEY STREET,Brooklyn,3964,8,11207,40.676365,-73.888452,305,37,3039647501,1198,BK0502
2130757,43387,6/16/2024,Accident,Other Construction Related,0,1,1351,JEROME AVENUE,Bronx,2856,141,10452,40.839368,-73.918501,204,16,2028560011,219,BX0403
3861463,43796,10/2/2024,Incident,Other Construction Related,0,0,721,CLINTON STREET,Brooklyn,621,1,11231,40.670372,-74.003947,306,38,3006210050,5302,BK0601
1091010,43087,4/7/2024,Incident,Mechanical Construction Equipment,0,0,270,PARK AVENUE,Manhattan,1283,21,10017,40.755641,-73.975109,105,4,1012830021,94,MN0502
1091010,42665,1/8/2024,Accident,Material Failure (Fell),0,1,270,PARK AVENUE,Manhattan,1283,21,10017,40.755641,-73.975109,105,4,1012830021,94,MN0502
1022547,43130,4/15/2024,Accident,Worker Fell,0,1,650,1 AVENUE,Manhattan,969,1,10016,40.745817,-73.972016,106,4,1009690001,8601,MN0603
3058215,43367,6/11/2024,Accident,Other Construction Related,0,1,71,PRINCE STREET,Brooklyn,2050,100,11201,40.695332,-73.982413,302,35,3020500100,1501,BK0202
1091781,43027,3/28/2024,Accident,Material Failure (Fell),0,1,32,WEST 48 STREET,Manhattan,1263,55,10036,40.757978,-73.979783,105,4,1012630055,96,MN0502
3330263,43140,4/16/2024,Incident,Mechanical Construction Equipment,0,0,395,CARROLL STREET,Brooklyn,445,11,11231,40.678428,-73.98975,306,39,3004450011,75,BK0601
3023674,43266,5/17/2024,Incident,Other Construction Related,0,0,195,15 STREET,Brooklyn,1041,7501,11215,40.66595,-73.990084,306,38,3010417501,14101,BK0602
1081137,43670,8/26/2024,Accident,Other Construction Related,0,1,14,WEST 57 STREET,Manhattan,1272,47,10019,40.763282,-73.974742,105,4,1012720047,11201,MN0502
3853823,44745,6/27/2025,Accident,Mechanical Construction Equipment,0,1,371,NOSTRAND AVENUE,Brooklyn,1818,2,11216,40.685271,-73.950541,303,36,3018180002,249,BK0301
3429402,43795,10/2/2024,Accident,Worker Fell,0,1,570,FULTON STREET,Brooklyn,2106,35,11217,40.688373,-73.979605,302,35,3021060035,33,BK0203
3177549,42724,1/19/2024,Accident,Worker Fell,0,1,815,KINGS HIGHWAY,Brooklyn,6665,14,11223,40.606556,-73.964397,315,44,3066650014,418,BK1501
3076634,43483,7/8/2024,Incident,Other Construction Related,0,0,262,PALMETTO STREET,Brooklyn,3352,23,11221,40.695853,-73.914637,304,37,3033520023,435,BK0402
1083724,43074,4/4/2024,Incident,Material Failure (Fell),0,0,149,WEST 55 STREET,Manhattan,1008,1,10019,40.763909,-73.98021,105,6,1010080001,137,MN0502
2130961,43634,8/15/2024,Accident,Worker Fell,0,1,120,EAST 144 STREET,Bronx,2344,112,10451,40.816951,-73.929876,201,8,2023440112,6301,BX0401
3429267,42749,1/25/2024,Accident,Other Construction Related,0,1,60,CEDAR STREET,Brooklyn,3232,5,11221,40.69721,-73.927329,304,34,3032320005,423,BK0401
4624057,43593,8/6/2024,Accident,Worker Fell,0,1,39-03,COLLEGE POINT BOULEVARD,Queens,4973,6,11354,40.758879,-73.834483,407,20,4049730006,871,QN0707
1083929,42941,3/11/2024,Accident,Mechanical Construction Equipment,0,4,1901,1 AVENUE,Manhattan,1669,1,10029,40.784557,-73.94378,111,8,1016690001,15602,MN1101
3185093,42894,2/29/2024,Accident,Worker Fell,1,0,2378,82 STREET,Brooklyn,6851,39,11214,40.601919,-73.987677,311,43,3068510039,298,BK1103
3429585,43041,3/30/2024,Accident,Other Construction Related,0,1,424,CARROLL STREET,Brooklyn,453,1,11215,40.677884,-73.988402,306,39,3004530001,11901,BK0601
2826970,43347,6/7/2024,Accident,Worker Fell,0,1,334,EAST 176 STREET,Bronx,2892,34,10457,40.847472,-73.903209,205,15,2028920034,231,BX0502
3099358,44764,7/3/2025,Incident,Worker Fell,0,1,955,RUTLAND ROAD,Brooklyn,4594,64,11212,40.661748,-73.927833,317,41,3045940064,882,BK1704
2017263,43017,3/26/2024,Accident,Worker Fell,0,1,261,EAST 202 STREET,Bronx,3308,92,10458,40.872791,-73.884688,207,11,2033080092,413,BX0702
4623202,43426,6/25/2024,Accident,Worker Fell,0,1,35-15,19 AVENUE,Queens,814,10,11105,40.780061,-73.901942,401,22,4008140010,10701,QN0101
3332217,43170,4/22/2024,Accident,Other Construction Related,0,1,92,centre mall,Brooklyn,538,1,11231,40.674833,-74.003558,306,38,3005380001,85,BK0601
1091643,43218,5/6/2024,Accident,Mechanical Construction Equipment,0,1,310,HUDSON STREET,Manhattan,579,47,10013,40.726168,-74.007494,102,3,1005790047,37,MN0201
4001555,42888,2/28/2024,Incident,Scaffold/Shoring Installations,0,0,45-45,46 STREET,Queens,153,7,11377,40.74201,-73.918919,402,26,4001530007,23502,QN0202
1014744,43447,6/27/2024,Notification,Material Failure (Fell),0,1,143,WEST 20 STREET,Manhattan,796,13,10011,40.741786,-73.995933,104,3,1007960013,87,MN0401
2130750,43809,10/7/2024,Accident,Worker Fell,0,1,1600,GRAND AVENUE,Bronx,2865,160,10453,40.84647,-73.916753,205,14,2028650160,217,BX0501
4624423,44762,7/2/2025,Accident,Worker Fell,0,1,42-06,ORCHARD STREET,Queens,265,13,11101,40.74817,-73.938805,402,26,4002650013,1902,QN0201
4620885,43685,8/29/2024,Notification,Other Construction Related,0,1,26-32,JACKSON AVENUE,Queens,267,21,11101,40.747551,-73.94113,402,26,4002670021,1902,QN0201
3426897,42793,2/5/2024,Accident,Worker Fell,0,1,320,KENT AVENUE,Brooklyn,2414,26,11249,40.713782,-73.967211,301,33,3024140026,551,BK0102
1091789,43697,9/3/2024,Accident,Other Construction Related,0,1,648,WEST 48 STREET,Manhattan,1095,11,10036,40.765045,-73.996552,104,3,1010950011,12902,MN0402
4004604,43336,6/5/2024,Accident,Worker Fell,1,0,38-29,30 STREET,Queens,383,1,11101,40.75381,-73.9331,401,26,4003830001,31,QN0105
1033105,43169,4/22/2024,Accident,Worker Fell,0,1,211,WEST 84 STREET,Manhattan,1232,14,10024,40.786594,-73.976488,107,6,1012320014,171,MN0702
1000821,42944,3/11/2024,Incident,Material Failure (Fell),0,0,55,BROAD STREET,Manhattan,25,1,10004,40.705189,-74.011505,101,1,1000250001,9,MN0101
1091745,44758,7/2/2025,Accident,Worker Fell,0,1,80,CLARKSON STREET,Manhattan,596,30,10014,40.729793,-74.010297,102,3,1005960030,69,MN0203
5046953,43350,6/7/2024,Incident,Excavation/Soil Work,0,0,40,WILSON STREET,Staten Island,3191,100,10304,40.59738,-74.090833,502,50,5031910100,9601,SI0201
,43157,4/18/2024,Incident,Scaffold/Shoring Installations,0,0,14,SEAFOAN STREET,Staten Island,,,,,,,,,,
4452207,44374,3/10/2025,Incident,Excavation/Soil Work,0,0,109-25,MERRICK BOULEVARD,Queens,10262,11,11433,40.696782,-73.783742,412,27,4102620011,414,QN1202
3429084,43238,5/9/2024,Incident,Excavation/Soil Work,0,0,624,METROPOLITAN AVENUE,Brooklyn,2762,14,11211,40.714156,-73.948301,301,34,3027620014,503,BK0104
1022547,43419,6/24/2024,Accident,Mechanical Construction Equipment,0,1,650,1 avenue,Manhattan,969,1,10016,40.745817,-73.972016,106,4,1009690001,8601,MN0603
1088749,43235,5/9/2024,Incident,Other Construction Related,0,0,1,MADISON AVENUE,Manhattan,853,2,10010,40.740909,-73.987947,105,2,1008530002,56,MN0501
3429327,43330,6/4/2024,Accident,Worker Fell,0,1,625,FULTON STREET,Brooklyn,2094,1,11201,40.688566,-73.980045,302,35,3020940001,33,BK0203
3116905,43337,6/6/2024,Incident,Other Construction Related,0,0,158,MARTENSE STREET,Brooklyn,5090,35,11226,40.651471,-73.95386,317,40,3050900035,822,BK1701
1086331,43102,4/10/2024,Accident,Worker Fell,0,1,111,ANDES ROAD,Manhattan,1,111,10004,40.692552,-74.016281,101,1,1000010111,5,MN0191
1083858,43526,7/18/2024,Accident,Worker Fell,0,1,550,5 AVENUE,Manhattan,1261,36,10036,40.755626,-73.979336,105,4,1012610036,96,MN0502
1082731,43600,8/6/2024,Accident,Other Construction Related,0,1,480,SECOND AVENUE,Manhattan,934,1,10016,40.740485,-73.978998,106,2,1009340001,66,MN0603
3395377,43465,7/2/2024,Accident,Material Failure (Fell),0,1,16,DUPONT STREET,Brooklyn,2494,6,11222,40.735419,-73.95985,301,33,3024940006,56302,BK0101
4003416,42937,3/11/2024,Accident,Other Construction Related,0,1,31-28,northern blvd,Queens,239,111,11101,40.751719,-73.933283,401,26,4002390111,17102,QN0161
4624423,43265,5/17/2024,Incident,Other Construction Related,0,0,42-06,ORCHARD STREET,Queens,265,13,11101,40.74817,-73.938805,402,26,4002650013,1902,QN0201
1044694,43407,6/19/2024,Notification,Other Construction Related,0,1,337,EAST 64 STREET,Manhattan,1439,7503,10065,40.763336,-73.961093,108,5,1014397503,118,MN0801
1081163,43786,9/30/2024,Accident,Worker Fell,0,1,126,EAST 56 STREET,Manhattan,1310,63,10022,40.760465,-73.970151,105,4,1013100063,100,MN0604
2130506,43630,8/14/2024,Accident,Other Construction Related,0,1,1223,SPOFFORD AVENUE,Bronx,2738,2,10474,40.813898,-73.890537,202,17,2027380002,9301,BX0201
3109443,43015,3/26/2024,Accident,Worker Fell,0,2,3421,SNYDER AVENUE,Brooklyn,4888,33,11203,40.649186,-73.945238,317,40,3048880033,856,BK1701
