BIN,Accident Report ID,Incident Date,Record Type Description,Check2 Description,Fatality,Injury,House Number,Street Name,Borough,Block,Lot,Postcode,Latitude,Longitude,Community Board,Council District,BBL,Census Tract (2020),Neighborhood Tabulation Area (NTA) (2020)
1009430,44148,1/9/2025,Incident,Scaffold/Shoring Installations,0,0,16,5 AVENUE,Manhattan,572,41,10011,40.732624,-73.996092,102,2,1005720041,63,MN0202
2817041,43382,6/14/2024,Accident,Worker Fell,0,1,1010,WASHINGTON AVENUE,Bronx,2369,10,10456,40.826343,-73.909635,203,16,2023697503,18501,BX0301
1089192,43300,5/28/2024,Accident,Worker Fell,0,1,375,WEST 207 STREET,Manhattan,2188,1,10034,40.863599,-73.916537,112,10,1021887501,299,MN1203
1040751,44071,12/18/2024,Accident,Scaffold/Shoring Installations,0,1,781,5 AVENUE,Manhattan,1374,1,10022,40.764454,-73.972871,108,4,1013740001,11401,MN0802
1091798,44804,7/15/2025,Accident,Other Construction Related,0,1,175,EAST 82 STREET,Manhattan,1511,31,10028,40.776534,-73.956554,108,4,1015110031,140,MN0802
2130685,43987,11/21/2024,Accident,Other Construction Related,0,1,221 D,MANIDA STREET,Bronx,2777,100,10474,40.805223,-73.885975,202,17,2027770100,9302,BX0201
1041710,44175,1/16/2025,Incident,Other Construction Related,0,0,10,EAST 76 STREET,Manhattan,1390,64,10021,40.774698,-73.964357,108,4,1013900064,130,MN0802
1063702,43980,11/20/2024,Incident,Other Construction Related,0,0,511,WEST 181 STREET,Manhattan,2155,28,10033,40.848346,-73.931397,112,10,1021550028,269,MN1202
3429094,44137,1/6/2025,Accident,Worker Fell,0,1,170,FREEMAN STREET,Brooklyn,2513,6,11222,40.734481,-73.954532,301,33,3025130006,575,BK0101
3140147,43906,10/31/2024,Incident,Other Construction Related,0,0,1443,57 STREET,Brooklyn,5692,54,11219,40.628624,-73.99358,312,44,3056920054,240,BK1202
3141047,43134,4/15/2024,Accident,Worker Fell,0,1,1271,60 STREET,Brooklyn,5711,48,11219,40.629319,-73.999308,312,44,3057110048,192,BK1202
4209632,42856,2/21/2024,Accident,Scaffold/Shoring Installations,0,1,166-20,90 AVENUE,Queens,9796,63,11432,40.70729,-73.794633,412,27,4097960063,460,QN1201
2130685,43671,8/26/2024,Accident,Mechanical Construction Equipment,0,1,221 D,MANIDA STREET,Bronx,2777,100,10474,40.805223,-73.885975,202,17,2027770100,9302,BX0201
3428561,43331,6/4/2024,Accident,Worker Fell,0,1,1215,Fulton street,Brooklyn,1842,15,11216,40.680609,-73.952845,303,36,3018420015,245,BK0301
3000011,43390,6/17/2024,Accident,Worker Fell,0,1,167,PLYMOUTH STREET,Brooklyn,20,1,11201,40.703756,-73.986309,302,33,3000200001,21,BK0202
1008961,43737,9/12/2024,Incident,Other Construction Related,0,0,90,EAST 10 STREET,Manhattan,555,124,10003,40.730932,-73.989573,103,2,1005550124,42,MN0303
1080352,43607,8/8/2024,Accident,Other Construction Related,0,1,450,11 AVENUE,Manhattan,708,65,10018,40.757406,-74.000787,104,3,1007080065,9903,MN0401
3007353,42706,1/16/2024,Accident,Worker Fell,0,1,499,PRESIDENT STREET,Brooklyn,440,47,11215,40.678027,-73.986657,306,39,3004400001,11901,BK0601
1033105,43127,4/15/2024,Accident,Worker Fell,0,1,211,WEST 84 STREET,Manhattan,1232,14,10024,40.786594,-73.976488,107,6,1012320014,171,MN0702
1016876,43197,4/30/2024,Accident,Worker Fell,0,1,11,EAST 26 STREET,Manhattan,856,9,10010,40.743188,-73.98755,105,3,1008560009,56,MN0501
4003495,43506,7/15/2024,Accident,Other Construction Related,0,1,43-14,QUEENS STREET,Queens,266,27,11101,40.747075,-73.939149,402,26,4002660027,1902,QN0201
1083616,43129,4/15/2024,Accident,Scaffold/Shoring Installations,0,1,321,WEST 38 STREET,Manhattan,762,23,10018,40.755067,-73.992456,104,3,1007620023,115,MN0402
1015733,43099,4/9/2024,Accident,Other Construction Related,0,1,262,5 AVENUE,Manhattan,830,44,10001,40.745081,-73.987019,105,3,1008300044,76,MN0501
2045727,43748,9/16/2024,Accident,Material Failure (Fell),0,1,1340,BLONDELL AVENUE,Bronx,4134,1,10461,40.841827,-73.842073,211,13,2041340001,284,BX1161
3096591,43503,7/12/2024,Incident,Other Construction Related,0,0,674,WYONA STREET,Brooklyn,4301,22,11207,40.661981,-73.88994,305,42,3043010022,1128,BK0503
3058868,43529,7/18/2024,Notification,Excavation/Soil Work,0,0,39,SOUTH PORTLAND AVENUE,Brooklyn,2100,14,11217,40.688422,-73.974846,302,35,3021000014,181,BK0203
3333397,43540,7/22/2024,Incident,Material Failure (Fell),0,0,315,SUTTER AVENUE,Brooklyn,3526,21,11212,40.667437,-73.90821,316,41,3035260021,906,BK1602
1084612,42987,3/20/2024,Accident,Material Failure (Fell),0,1,59,HENRY STREET,Manhattan,280,15,10002,40.71299,-73.994939,103,1,1002800015,8,MN0301
3426078,43563,7/29/2024,Accident,Worker Fell,0,1,85,GATEWAY DRIVE,Brooklyn,4452,231,11239,40.654028,-73.877779,305,42,3044520231,107001,BK0504
1091635,42764,1/30/2024,Accident,Worker Fell,0,1,600,WEST 125 STREET,Manhattan,1995,26,10027,40.815974,-73.958569,109,7,1019950026,211,MN0901
3426198,43554,7/25/2024,Accident,Worker Fell,0,1,532,NEPTUNE AVENUE,Brooklyn,7273,7501,11224,40.579868,-73.973025,313,48,3072737501,354,BK1302
1046252,43016,3/26/2024,Accident,Material Failure (Fell),0,1,510,EAST 62 STREET,Manhattan,1474,40,10065,40.760459,-73.958196,108,5,1014740040,10602,MN0801
3429272,43215,5/6/2024,Accident,Worker Fell,0,1,18,INDIA STREET,Brooklyn,2538,1,11222,40.731774,-73.9604,301,33,3025380001,565,BK0101
2130757,43569,7/31/2024,Incident,Other Construction Related,0,0,1351,JEROME AVENUE,Bronx,2856,141,10452,40.839368,-73.918501,204,16,2028560011,219,BX0403
1091010,44813,7/19/2025,Accident,Worker Fell,0,1,270,PARK AVENUE,Manhattan,1283,21,10017,40.755641,-73.975109,105,4,1012830021,94,MN0502
3429678,44810,7/18/2025,Notification,Other Construction Related,0,0,30,INSPIRATION LANE,Brooklyn,4434,10,11207,40.652105,-73.886922,305,42,3044340010,105804,BK0504
1091738,43123,4/15/2024,Accident,Worker Fell,0,1,280,EAST HOUSTON STREET,Manhattan,397,58,10002,40.721627,-73.984307,103,2,1003977503,3002,MN0303
1037552,44821,7/21/2025,Incident,Material Failure (Fell),0,0,235,EAST 42 STREET,Manhattan,1316,23,10017,40.750214,-73.973108,106,4,1013160023,88,MN0603
4436926,43733,9/12/2024,Accident,Worker Fell,0,1,34-35,44 STREET,Queens,704,1,11101,40.754212,-73.918442,401,22,4007040001,159,QN0104
1052167,43775,9/26/2024,Accident,Worker Fell,0,1,174,EAST 110 STREET,Manhattan,1637,141,10029,40.794317,-73.94327,111,8,1016370141,172,MN1101
1022581,43688,8/30/2024,Accident,Worker Fell,0,1,1,TIMES SQUARE,Manhattan,995,1,10036,40.756628,-73.986287,105,3,1009950001,119,MN0502
3335795,42785,2/3/2024,Accident,Other Construction Related,0,1,350,KENT AVENUE,Brooklyn,2414,1,11249,40.712706,-73.967694,301,33,3024147502,551,BK0102
1088749,43449,6/28/2024,Accident,Other Construction Related,0,1,1,EAST 23 STREET,Manhattan,853,2,10010,40.74078,-73.987741,105,2,1008530002,56,MN0501
3038668,43287,5/23/2024,Accident,Other Construction Related,0,1,2435,PACIFIC STREET,Brooklyn,1437,46,11233,40.675235,-73.904872,316,37,3014370046,36502,BK1601
3429267,43366,6/11/2024,Accident,Worker Fell,0,1,60,CEDAR STREET,Brooklyn,3232,5,11221,40.69721,-73.927329,304,34,3032320005,423,BK0401
3426079,43812,10/8/2024,Accident,Other Construction Related,0,1,83,GATEWAY DRIVE,Brooklyn,4452,232,11239,40.654072,-73.877782,305,42,3044520232,107001,BK0504
3107741,43631,8/14/2024,Accident,Worker Fell,0,1,329,CLARKSON AVENUE,Brooklyn,4828,21,11226,40.655503,-73.948826,309,40,3048280021,804,BK0902
3058228,42980,3/18/2024,Incident,Material Failure (Fell),0,0,111,WILLOUGHBY STREET,Brooklyn,2058,47,11201,40.69214,-73.984628,302,33,3020580047,1502,BK0202
1034250,43332,6/5/2024,Incident,Material Failure (Fell),0,0,7,WEST 45 STREET,Manhattan,1261,30,10036,40.755678,-73.980101,105,4,1012610030,96,MN0502
3429743,43478,7/5/2024,Accident,Worker Fell,0,1,335,BOND STREET,Brooklyn,445,1,11231,40.679018,-73.990179,306,39,3004450001,75,BK0601
3428561,43205,5/2/2024,Accident,Worker Fell,0,1,1215,FULTON STREET,Brooklyn,1842,15,11216,40.680609,-73.952845,303,36,3018420015,245,BK0301
1080458,42950,3/12/2024,Accident,Worker Fell,0,1,300,EAST 50 STREET,Manhattan,1342,51,10022,40.75472,-73.968172,106,4,1013420051,98,MN0604
1078929,43496,7/10/2024,Accident,Worker Fell,1,0,1505,PARK AVENUE,Manhattan,1637,1,10029,40.794985,-73.946371,111,8,1016370001,172,MN1101
3429688,43798,10/3/2024,Incident,Mechanical Construction Equipment,0,0,498,SACKETT STREET,Brooklyn,431,12,11231,40.680445,-73.988802,306,39,3004310012,75,BK0601
2008247,42919,3/6/2024,Accident,Worker Fell,0,1,1900,JEROME AVENUE,Bronx,2853,1,10453,40.85042,-73.910369,205,14,2028530001,23301,BX0502
3061319,43752,9/17/2024,Incident,Excavation/Soil Work,0,0,157,LORIMER STREET,Brooklyn,2242,51,11206,40.703296,-73.949143,301,33,3022420051,509,BK0103
3000146,43339,6/6/2024,Accident,Other Construction Related,0,1,218,FRONT STREET,Brooklyn,55,20,11201,40.702309,-73.983698,302,33,3000550020,21,BK0202
3338398,43052,4/2/2024,Accident,Material Failure (Fell),0,1,200,MAUJER STREET,Brooklyn,3027,1,11206,40.711095,-73.941645,301,34,3030270001,49301,BK0104
1091739,43570,7/31/2024,Accident,Material Failure (Fell),0,1,40,WEST 137 STREET,Manhattan,1734,2,10037,40.814603,-73.938039,110,9,1017340002,212,MN1002
4006620,42702,1/15/2024,Accident,Worker Fell,0,1,31-41,23 STREET,Queens,568,12,11106,40.765712,-73.929359,401,22,4005680012,75,QN0103
1091755,44298,2/20/2025,Accident,Other Construction Related,0,1,83,THOMPSON STREET,Manhattan,489,25,10012,40.724705,-74.002782,102,1,1004897503,47,MN0201
3429595,43256,5/14/2024,Incident,Mechanical Construction Equipment,0,0,180,ASHLAND PLACE,Brooklyn,2095,26,11217,40.689361,-73.978567,302,35,3020950026,33,BK0203
3425051,44544,4/28/2025,Incident,Material Failure (Fell),0,0,280,KENT AVENUE,Brooklyn,2414,3,11249,40.715129,-73.966586,301,33,3024140003,551,BK0102
3023696,43144,4/16/2024,Incident,Mechanical Construction Equipment,0,0,270,14 STREET,Brooklyn,1042,12,11215,40.665854,-73.988173,306,39,3010420012,14101,BK0602
2018398,43837,10/15/2024,Accident,Worker Fell,0,1,3315,HULL AVENUE,Bronx,3348,71,10467,40.877114,-73.874219,207,11,2033480071,42902,BX0703
3816613,43842,10/16/2024,Accident,Worker Fell,0,1,97,GLENMORE AVENUE,Brooklyn,3692,1,11212,40.671537,-73.907191,316,37,3036920001,908,BK1602
4026246,43845,10/16/2024,Incident,Excavation/Soil Work,0,0,32-59,68 STREET,Queens,1164,64,11377,40.75477,-73.898637,403,25,4011640064,30906,QN0301
4624033,43847,10/16/2024,Accident,Other Construction Related,0,1,23-10,42 ROAD,Queens,428,19,11101,40.750555,-73.942664,402,26,4004280019,1903,QN0201
2007695,43851,10/17/2024,Accident,Scaffold/Shoring Installations,0,1,2017,GRAND CONCOURSE,Bronx,2808,90,10453,40.851716,-73.904197,205,14,2028080090,23501,BX0502
3429595,44630,5/27/2025,Accident,Worker Fell,0,1,180,ASHLAND PLACE,Brooklyn,2095,26,11217,40.689361,-73.978567,302,35,3020950026,33,BK0203
4437366,43856,10/18/2024,Accident,Other Construction Related,0,1,48-37,48 STREET,Queens,2292,7,11377,40.738775,-73.917667,402,26,4022920007,23501,QN0202
4623202,43853,10/17/2024,Accident,Other Construction Related,0,1,35-15,19 AVENUE,Queens,814,10,11105,40.780061,-73.901942,401,22,4008140010,10701,QN0101
1007174,43858,10/18/2024,Accident,Other Construction Related,0,1,174,MOTT STREET,Manhattan,479,40,10012,40.720245,-73.995996,102,1,1004790040,41,MN0201
1091010,43850,10/17/2024,Accident,Other Construction Related,0,1,270,PARK AVENUE,Manhattan,1283,21,10017,40.755641,-73.975109,105,4,1012830021,94,MN0502
1047390,43867,10/22/2024,Accident,Worker Fell,0,1,1133,5 AVENUE,Manhattan,1506,3,10128,40.786909,-73.956478,108,5,1015060003,16001,MN0802
4625349,44818,7/21/2025,Accident,Worker Fell,0,1,148,BEACH 116 STREET,Queens,16188,28,11694,40.578698,-73.83655,414,32,4161880028,938,QN1403
4031397,44188,1/20/2025,Accident,Worker Fell,0,1,58-01,QUEENS BOULEVARD,Queens,1334,1,11377,40.741858,-73.907397,402,26,4013340001,249,QN0203
3048468,44141,1/8/2025,Accident,Worker Fell,0,2,122,SANDFORD STREET,Brooklyn,1736,34,11205,40.695423,-73.95353,303,33,3017360034,1237,BK0301
4005002,44822,7/21/2025,Accident,Worker Fell,0,1,41-02,CRESCENT STREET,Queens,414,23,11101,40.752027,-73.939299,401,26,4004140023,3301,QN0105
3042707,44826,7/22/2025,Incident,Other Construction Related,0,0,1906,EASTERN PARKWAY,Brooklyn,1571,16,11233,40.6772,-73.90798,316,37,3015710016,367,BK1601
1043261,44136,1/6/2025,Accident,Worker Fell,0,1,895,PARK AVENUE,Manhattan,1413,71,10075,40.775322,-73.960169,108,4,1014130071,140,MN0802
1009430,44819,7/21/2025,Accident,Other Construction Related,0,1,16,5 AVENUE,Manhattan,572,41,10011,40.732624,-73.996092,102,2,1005720041,63,MN0202
3058215,44143,1/9/2025,Accident,Other Construction Related,0,1,71,PRINCE STREET,Brooklyn,2050,100,11201,40.695332,-73.982413,302,35,3020500100,1501,BK0202
1031993,44126,1/3/2025,Accident,Other Construction Related,0,1,140,WEST 81 STREET,Manhattan,1211,50,10024,40.783767,-73.975774,107,6,1012110050,165,MN0702
1082732,43958,11/15/2024,Accident,Worker Fell,0,1,484,SECOND AVENUE,Manhattan,934,1,10016,40.740581,-73.978925,106,2,1009340001,66,MN0603
1072932,44171,1/14/2025,Accident,Worker Fell,0,1,30,EAST 85 STREET,Manhattan,1496,7501,10028,40.780356,-73.959754,108,4,1014967501,15001,MN0802
1034510,44149,1/9/2025,Accident,Worker Fell,0,1,1290,6th Avenue,Manhattan,1267,1,10119,40.760857,-73.979717,105,4,1012670001,104,MN0502
4624116,44182,1/17/2025,Accident,Other Construction Related,0,1,94-15,SUTPHIN BOULEVARD,Queens,9999,1,11435,40.698868,-73.806824,412,27,4099990001,208,QN1201
1091783,44820,7/21/2025,Accident,Scaffold/Shoring Installations,0,1,660,LEXINGTON AVENUE,Manhattan,1310,14,10022,40.759812,-73.969957,105,4,1013100014,100,MN0604
2130730,44125,1/3/2025,Accident,Worker Fell,0,1,671,TINTON AVENUE,Bronx,2654,64,10455,40.815931,-73.905184,201,8,2026540064,79,BX0102
4003105,44134,1/6/2025,Accident,Other Construction Related,0,1,33-00,NORTHERN BOULEVARD,Queens,214,7501,11101,40.751986,-73.931099,401,26,4002147501,17102,QN0161
1036511,44164,1/13/2025,Accident,Other Construction Related,0,1,660,LEXINGTON AVENUE,Manhattan,1310,14,10022,40.759812,-73.969957,105,4,1013100014,100,MN0604
1811452,44169,1/14/2025,Accident,Mechanical Construction Equipment,0,1,20,randalls island,Manhattan,1819,203,10035,40.795535,-73.922671,111,8,1018190203,240,MN1191
3429286,44192,1/21/2025,Accident,Worker Fell,0,1,324,9 STREET,Brooklyn,1011,5,11215,40.668878,-73.985722,306,39,3010110005,139,BK0602
1007174,44163,1/13/2025,Accident,Worker Fell,0,1,174,MOTT STREET,Manhattan,479,40,10012,40.720245,-73.995996,102,1,1004790040,41,MN0201
1021925,44191,1/21/2025,Accident,Worker Fell,0,1,333,EAST 38 STREET,Manhattan,944,7502,10016,40.746756,-73.972727,106,4,1009447502,78,MN0603
4005226,44190,1/21/2025,Accident,Other Construction Related,0,1,44-01,11 STREET,Queens,446,30,11101,40.749882,-73.949205,402,26,4004460030,1903,QN0201
1091791,44830,7/22/2025,Accident,Other Construction Related,0,1,205,EAST 110 STREET,Manhattan,1660,1,10029,40.793971,-73.942403,111,8,1016607503,180,MN1102
1088961,44197,1/22/2025,Accident,Mechanical Construction Equipment,0,1,30,HUDSON YARDS,Manhattan,702,7501,10001,40.753717,-73.99978,104,3,1007027501,9903,MN0401
3430207,44825,7/22/2025,Accident,Other Construction Related,0,1,960,FRANKLIN AVENUE,Brooklyn,1192,40,11225,40.665392,-73.959888,309,35,3011920040,213,BK0901
3048468,44833,7/23/2025,Incident,Other Construction Related,0,0,122,SANDFORD STREET,Brooklyn,1736,34,11205,40.695423,-73.95353,303,33,3017360034,1237,BK0301
1047942,44211,1/24/2025,Incident,Other Construction Related,0,0,1276,LEXINGTON AVENUE,Manhattan,1514,1656,10028,40.779339,-73.955714,108,4,1015140056,14801,MN0802
2011940,44201,1/23/2025,Incident,Other Construction Related,0,0,2505,HOFFMAN STREET,Bronx,3067,23,10458,40.858509,-73.886274,206,15,2030670023,387,BX0603
1051383,44832,7/23/2025,Accident,Other Construction Related,0,1,610,EAST 83 STREET,Manhattan,1590,19,10028,40.772879,-73.945963,108,5,1015900019,13601,MN0803
2011872,44031,12/4/2024,Accident,Worker Fell,0,1,16,WADE SQUARE,Bronx,3063,152,10457,40.85193,-73.891082,206,15,2030630152,37504,BX0602
1001068,44199,1/23/2025,Accident,Other Construction Related,0,1,1,LIBERTY PLAZA,Manhattan,62,7501,10006,40.709402,-74.011073,101,1,1000627501,13,MN0101
2130854,44217,1/27/2025,Accident,Mechanical Construction Equipment,0,1,75,CANAL STREET WEST,Bronx,2322,28,10451,40.811091,-73.930586,201,8,2023220028,51,BX0101
3429317,44219,1/27/2025,Accident,Worker Fell,0,1,89,DEKALB AVENUE,Brooklyn,2085,15,11201,40.689883,-73.979793,302,35,,3101,BK0203
2010850,44216,1/27/2025,Accident,Worker Fell,0,1,1480,BRYANT AVENUE,Bronx,3000,13,10460,40.832304,-73.887591,203,17,2030000057,157,BX0303
3058215,44210,1/24/2025,Accident,Other Construction Related,0,1,71,PRINCE STREET,Brooklyn,2050,100,11201,40.695332,-73.982413,302,35,3020500100,1501,BK0202
3115856,44224,1/28/2025,Incident,Other Construction Related,0,0,132,WINTHROP STREET,Brooklyn,5049,19,11225,40.656766,-73.95546,309,40,3050490019,802,BK0902
1090627,44220,1/28/2025,Accident,Worker Fell,0,1,100,WEST 37 STREET,Manhattan,812,45,10018,40.751762,-73.98657,105,4,1008120045,109,MN0502
1080352,44221,1/28/2025,Accident,Other Construction Related,0,1,450,11 AVENUE,Manhattan,708,65,10018,40.757406,-74.000787,104,3,1007080065,9903,MN0401
1089192,43473,7/3/2024,Accident,Worker Fell,0,1,375,WEST 207 STREET,Manhattan,2188,1,10034,40.863599,-73.916537,112,10,1021887501,299,MN1203
2003155,44227,1/30/2025,Accident,Material Failure (Fell),0,1,1139,ANDERSON AVENUE,Bronx,2509,61,10452,40.83554,-73.924681,204,16,2025090061,199,BX0402
1026317,44209,1/24/2025,Incident,Other Construction Related,0,0,353,WEST 57 STREET,Manhattan,1048,7502,10019,40.767349,-73.98435,104,6,1010487502,139,MN0402
3059755,44230,1/31/2025,Incident,Other Construction Related,0,0,284,RODNEY STREET,Brooklyn,2152,2,11211,40.707625,-73.956963,301,34,3021520002,529,BK0103
1080525,44235,2/3/2025,Incident,Material Failure (Fell),0,0,260,WEST 23 STREET,Manhattan,772,75,10011,40.744783,-73.997293,104,3,1007720075,91,MN0401
3429595,44345,3/3/2025,Accident,Material Failure (Fell),0,1,180,ASHLAND PLACE,Brooklyn,2095,26,11217,40.689361,-73.978567,302,35,3020950026,33,BK0203
3107206,44236,2/3/2025,Incident,Other Construction Related,0,0,625,NEW YORK AVENUE,Brooklyn,4810,3,11203,40.659121,-73.94754,309,40,3048100003,810,BK0902
4059931,44255,2/10/2025,Incident,Other Construction Related,0,0,58-30,GRAND AVENUE,Queens,2681,1,11378,40.719651,-73.91119,405,30,4026810001,525,QN0501
1035721,44254,2/10/2025,Incident,Material Failure (Fell),0,0,665,5 AVENUE,Manhattan,1288,69,10022,40.760154,-73.97601,105,4,1012880069,102,MN0502
2130730,44245,2/6/2025,Accident,Worker Fell,0,1,671,TINTON AVENUE,Bronx,2654,64,10455,40.815931,-73.905184,201,8,2026540064,79,BX0102
1010647,44261,2/11/2025,Accident,Other Construction Related,0,2,525,6 AVENUE,Manhattan,609,39,10011,40.737213,-73.996958,102,3,1006090039,71,MN0203
5056908,44263,2/11/2025,Incident,Material Failure (Fell),0,0,31,TOPPING STREET,Staten Island,4084,23,10306,40.562848,-74.100712,502,50,5040840023,12804,SI0202
1014718,44267,2/12/2025,Accident,Worker Fell,0,1,625,6 AVENUE,Manhattan,794,30,10011,40.740207,-73.994778,104,3,1007940030,87,MN0401
2001079,44265,2/12/2025,Accident,Excavation/Soil Work,1,0,355,EXTERIOR STREET,Bronx,2349,46,10451,40.816046,-73.931166,201,8,2023490046,6301,BX0401
2805203,44244,2/6/2025,Incident,Scaffold/Shoring Installations,0,0,101,EAST 150 STREET,Bronx,2354,1,10451,40.820236,-73.929612,204,8,,6301,BX0401
3259375,44266,2/12/2025,Accident,Worker Fell,0,1,270,NOSTRAND AVENUE,Brooklyn,1778,55,11205,40.690852,-73.951673,303,36,3017780055,241,BK0301
1064934,44272,2/13/2025,Incident,Other Construction Related,0,0,223,DYCKMAN STREET,Manhattan,2237,1,10034,40.865734,-73.927489,112,10,1022370001,295,MN1203
3031049,44271,2/13/2025,Incident,Mechanical Construction Equipment,0,0,145,BROOKLYN AVENUE,Brooklyn,1229,1,11213,40.674773,-73.944464,308,36,3012290001,341,BK0802
4209632,44286,2/17/2025,Incident,Other Construction Related,0,0,166-20,90 AVENUE,Queens,9796,63,11432,40.70729,-73.794633,412,27,4097960063,460,QN1201
3391735,44276,2/13/2025,Accident,Other Construction Related,0,1,1630,EAST 15 STREET,Brooklyn,6777,17,11229,40.609689,-73.95847,315,48,3067770017,554,BK1501
3113941,44291,2/18/2025,Accident,Material Failure (Fell),0,2,3009,GLENWOOD ROAD,Brooklyn,5005,7,11210,40.634019,-73.947574,317,45,3050050007,78602,BK1702
3816613,44295,2/19/2025,Accident,Worker Fell,0,1,97,GLENMORE AVENUE,Brooklyn,3692,1,11212,40.671537,-73.907191,316,37,3036920001,908,BK1602
4801909,44300,2/20/2025,Accident,Material Failure (Fell),0,1,Apr-34,26 AVENUE,Queens,909,35,11102,40.776048,-73.932284,401,22,4009090035,87,QN0102
1028168,43340,6/6/2024,Incident,Other Construction Related,0,0,36,WEST 66 STREET,Manhattan,1118,45,10023,40.772885,-73.979865,107,6,1011187503,149,MN0701
2129656,42890,2/28/2024,Notification,Other Construction Related,0,0,4720,3 AVENUE,Bronx,3042,13,10458,40.859417,-73.891128,206,15,2030427501,387,BX0603
1028168,44237,2/4/2025,Accident,Other Construction Related,0,1,36,WEST 66 STREET,Manhattan,1118,45,10023,40.772885,-73.979865,107,6,1011187503,149,MN0701
1028168,43161,4/19/2024,Accident,Worker Fell,0,1,36,WEST 66 STREET,Manhattan,1118,45,10023,40.772885,-73.979865,107,6,1011187503,149,MN0701
2129656,43113,4/12/2024,Accident,Worker Fell,0,1,4720,3 AVENUE,Bronx,3042,13,10458,40.859417,-73.891128,206,15,2030427501,387,BX0603
4143144,44841,7/25/2025,Incident,Excavation/Soil Work,0,0,138-09,78 DRIVE,Queens,6610,64,11367,40.71819,-73.823091,408,24,4066100064,77903,QN0801
3061068,43947,11/12/2024,Accident,Worker Fell,0,1,316,RUTLEDGE STREET,Brooklyn,2228,16,11211,40.705427,-73.951825,301,33,3022280016,529,BK0103
5095817,44839,7/24/2025,Accident,Worker Fell,0,1,810,HENDERSON AVENUE,Staten Island,196,1,10310,40.6368,-74.11867,501,49,5001960001,13301,SI0104
3418384,42744,1/24/2024,Accident,Worker Fell,0,1,1352,36 STREET,Brooklyn,5301,20,11218,40.641631,-73.98358,312,39,3053010020,226,BK1202
4624563,44311,2/24/2025,Accident,Other Construction Related,0,1,13-04,NAMEOKE AVENUE,Queens,15535,1,11691,40.60659,-73.750419,414,31,4155350001,103202,QN1401
1083025,44310,2/24/2025,Accident,Worker Fell,0,1,125,WEST END AVENUE,Manhattan,1171,7514,10023,40.775674,-73.987504,107,6,1011717514,15102,MN0701
3059971,44835,7/23/2025,Accident,Worker Fell,0,1,141,ROSS STREET,Brooklyn,2182,55,11211,40.705189,-73.961267,301,34,3021820055,535,BK0103
1005723,44318,2/26/2025,Accident,Worker Fell,0,1,183,CHRYSTIE STREET,Manhattan,426,35,10002,40.721548,-73.992096,103,1,1004260035,3601,MN0302
3395579,44319,2/26/2025,Accident,Worker Fell,0,1,526,BALTIC STREET,Brooklyn,406,18,11217,40.681949,-73.984399,306,39,3004060018,127,BK0601
3000519,44320,2/26/2025,Accident,Other Construction Related,0,1,285,SCHERMERHORN STREET,Brooklyn,166,7501,11217,40.687759,-73.982898,302,33,3001667501,37,BK0202
1015733,44840,7/25/2025,Accident,Material Failure (Fell),0,1,262,5 AVENUE,Manhattan,830,44,10001,40.745081,-73.987019,105,3,1008300044,76,MN0501
4430171,44335,2/28/2025,Notification,Other Construction Related,0,1,50-25,BARNETT AVE,Queens,119,143,11104,40.750171,-73.913174,402,26,4001190143,17101,QN0261
3144161,44324,2/27/2025,Accident,Material Failure (Fell),0,1,6502,5 AVENUE,Brooklyn,5818,27,11220,40.6365,-74.01928,310,47,3058180027,126,BK1001
1091010,44328,2/27/2025,Accident,Worker Fell,0,1,270,PARK AVENUE,Manhattan,1283,21,10017,40.755641,-73.975109,105,4,1012830021,94,MN0502
3009549,44852,7/29/2025,Incident,Mechanical Construction Equipment,0,0,218,23 STREET,Brooklyn,649,28,11232,40.660672,-73.995343,307,38,3006490028,145,BK0702
3000352,43365,6/11/2024,Incident,Other Construction Related,0,0,589,FULTON STREET,Brooklyn,149,14,11201,40.689238,-73.981765,302,33,3001490014,33,BK0203
4007096,44846,7/25/2025,Accident,Worker Fell,0,1,30-78,29 STREET,Queens,578,40,11102,40.765676,-73.924601,401,22,4005780040,73,QN0103
4831477,44332,2/27/2025,Accident,Worker Fell,0,1,106-02,ROCKAWAY BEACH BOULEVARD,Queens,16178,65,11694,40.582462,-73.827994,414,32,,938,QN1403
3083318,44338,3/1/2025,Incident,Other Construction Related,0,0,2675,ATLANTIC AVENUE,Brooklyn,3671,41,11207,40.675856,-73.895516,305,37,3036710041,1198,BK0502
4618772,44336,2/28/2025,Accident,Worker Fell,0,1,26-02,1 STREET,Queens,916,10,11102,40.776821,-73.935533,401,22,4009160010,87,QN0102
1036085,44337,3/1/2025,Accident,Scaffold/Shoring Installations,0,1,625,MADISON AVENUE,Manhattan,1294,46,10022,40.763381,-73.971551,105,4,1012940046,11202,MN0502
4112220,44346,3/3/2025,Accident,Worker Fell,1,0,133-25,37 AVENUE,Queens,4970,11,11354,40.760525,-73.833974,407,20,4049700011,869,QN0707
1091010,44350,3/4/2025,Accident,Worker Fell,0,1,270,PARK AVENUE,Manhattan,1283,21,10017,40.755641,-73.975109,105,4,1012830021,94,MN0502
3337808,44200,1/23/2025,Accident,Worker Fell,1,0,506,6 STREET,Brooklyn,1086,1,11215,40.668293,-73.979237,306,39,3010860001,153,BK0602
